name,distance_km,moving_time,elevation_m,average_speed_kmh,sport_type,date,speed_range,level,elev_norm,dist_norm,speed_norm,difficulty_score
Morning Ride,8.5,41.08,36.0,12.42,Ride,2020-11-19 09:03:48,< 20 km/h,Beginner,0.021844660194174758,0.052318373419290846,0.10663822980538523,0.04794548808395167
Morning Ride,26.63,63.15,84.0,25.31,Ride,2020-11-17 06:32:32,20–30 km/h,Intermediate,0.050970873786407765,0.16470369452020828,0.4502799253532392,0.1649525303199142
Morning Ride,3.23,22.72,30.0,8.53,Ride,2020-11-14 09:36:34,< 20 km/h,Beginner,0.01820388349514563,0.019650384329283413,0.0029325513196480787,0.015583567310287455
Morning Ride,56.84,128.7,335.0,26.49,Ride,2020-11-13 06:58:44,20–30 km/h,Intermediate,0.2032766990291262,0.35197123729233826,0.4817382031458278,0.30357736133143015
Morning Ride,26.18,61.18,79.0,25.67,Ride,2020-11-10 06:40:07,20–30 km/h,Intermediate,0.047936893203883495,0.16191420778576743,0.4598773660357238,0.16451818214481675
Morning Ride,44.0,104.47,252.0,25.27,Ride,2020-11-08 06:34:36,20–30 km/h,Intermediate,0.1529126213592233,0.2723778824696256,0.44921354305518535,0.2480123840315364
Morning Ride,50.2,107.63,269.0,27.99,Ride,2020-11-06 06:35:35,20–30 km/h,Intermediate,0.16322815533980584,0.3108108108108108,0.5217275393228473,0.27920282877771563
Morning Ride,41.92,93.17,171.0,27.0,Ride,2020-11-04 06:31:28,20–30 km/h,Intermediate,0.10376213592233009,0.2594842548970989,0.4953345774460144,0.2287932599194976
Morning Ride,28.28,61.37,87.0,27.65,Ride,2020-11-03 06:54:52,20–30 km/h,Intermediate,0.05279126213592233,0.17493181254649146,0.5126632897893895,0.1814078327897865
Morning Ride,71.05,152.08,455.0,28.03,Ride,2020-10-31 06:00:09,20–30 km/h,Intermediate,0.27609223300970875,0.4400570295065708,0.5227939216209011,0.3746220096810058
Morning Ride,41.75,90.42,154.0,27.7,Ride,2020-10-30 05:59:01,20–30 km/h,Intermediate,0.09344660194174757,0.2584304487974213,0.5139962676619568,0.22705168914249152
Morning Ride,82.11,186.98,876.0,26.34,Ride,2020-10-24 05:49:27,20–30 km/h,Intermediate,0.5315533980582524,0.5086164145797173,0.4777392695281259,0.5139094773086665
Morning Spin ,49.92,126.48,639.0,23.67,Ride,2020-10-22 05:51:16,20–30 km/h,Intermediate,0.38774271844660196,0.3090751301760476,0.40655825113303123,0.3679055485027215
Morning Ride ,41.89,93.32,131.0,26.94,Ride,2020-10-18 05:32:42,20–30 km/h,Intermediate,0.07949029126213593,0.25929828911480285,0.4937350039989337,0.21628163316529558
Morning Ride,83.03,222.3,1426.0,22.4,Ride,2020-10-10 05:40:50,20–30 km/h,Intermediate,0.8652912621359223,0.5143193652367964,0.37270061316982134,0.6614815632729644
Morning Ride,7.77,20.58,17.0,22.64,Ride,2020-10-08 07:10:08,20–30 km/h,Intermediate,0.010315533980582525,0.04779320605008679,0.3790989069581445,0.09531551019694622
Morning Ride,78.39,223.0,1483.0,21.1,Ride,2020-10-03 05:36:34,20–30 km/h,Intermediate,0.899878640776699,0.4855566575750062,0.33804318848307124,0.6632149553574657
Morning Ride,74.77,201.22,1117.0,22.29,Ride,2020-09-26 05:43:50,20–30 km/h,Intermediate,0.6777912621359223,0.4631167865112819,0.3697680618501733,0.5517842793913804
Morning Ride,25.77,65.17,134.0,23.72,Ride,2020-09-22 06:07:12,20–30 km/h,Intermediate,0.08131067961165049,0.15937267542772132,0.4078912290055985,0.17004538823526133
Morning Ride,99.81,201.27,485.6,29.76,Ride,2020-09-19 06:12:43,20–30 km/h,Intermediate,0.2946601941747573,0.6183362261343913,0.5689149560117304,0.4466139561300421
Evening Ride,11.25,32.6,47.0,20.71,Ride,2020-09-16 18:40:02,20–30 km/h,Intermediate,0.028519417475728157,0.06936523679642946,0.3276459610770462,0.10059847199220216
Morning Ride,28.32,71.3,123.0,23.83,Ride,2020-09-13 06:03:40,20–30 km/h,Intermediate,0.07463592233009708,0.1751797669228862,0.4108237803252466,0.17203664730696372
Afternoon Ride,11.8,40.17,25.0,17.62,Ride,2020-09-12 15:42:13,< 20 km/h,Beginner,0.01516990291262136,0.07277460947185718,0.24526792855238608,0.07847092000834505
Shawn ,6.44,25.0,0.0,15.45,Ride,2020-09-11 23:09:28,< 20 km/h,Beginner,0.0,0.039548723034961576,0.18741668888296453,0.04934795468708138
Afternoon Ride,1.64,7.52,4.0,13.07,Ride,2020-09-11 16:34:50,< 20 km/h,Beginner,0.0024271844660194173,0.009794197867592362,0.12396694214876035,0.028945240023039488
Morning Ride,50.42,116.82,361.0,25.89,Ride,2020-09-11 05:47:44,20–30 km/h,Intermediate,0.21905339805825244,0.3121745598809819,0.46574246867502,0.2963275607284248
Morning Ride 2 ,32.2,70.2,73.0,27.52,Ride,2020-09-05 08:14:40,20–30 km/h,Intermediate,0.04429611650485437,0.1992313414331763,0.5091975473207145,0.18375697014652298
Morning Ride 1,66.03,116.13,257.0,34.12,Ride,2020-09-05 06:07:25,> 30 km/h,Advanced,0.15594660194174756,0.4089387552690305,0.6851506264996,0.33768505285150296
Morning Ride,26.09,80.55,674.0,19.42,Ride,2020-09-03 06:34:19,< 20 km/h,Beginner,0.40898058252427183,0.16135631043887927,0.29325513196480946,0.3115482107867616
Evening Ride,19.31,40.0,0.0,28.97,Ride,2020-09-01 19:22:18,20–30 km/h,Intermediate,0.0,0.11932804363997025,0.5478539056251666,0.1453691942170244
Evening Ride,6.32,20.47,23.0,18.52,Ride,2020-08-31 19:09:23,< 20 km/h,Beginner,0.013956310679611651,0.038804859905777346,0.2692615302585977,0.07247191936325859
Morning Ride,40.2,91.87,135.0,26.25,Ride,2020-08-27 06:17:17,20–30 km/h,Intermediate,0.08191747572815535,0.24882221671212498,0.47533990935750464,0.2106733847492161
Evening Ride,6.12,18.03,16.0,20.34,Ride,2020-08-26 19:35:03,20–30 km/h,Intermediate,0.009708737864077669,0.03756508802380362,0.317781924820048,0.07968028030318952
Morning Ride,23.54,60.92,495.0,23.19,Ride,2020-08-25 06:20:39,20–30 km/h,Intermediate,0.3003640776699029,0.14554921894371436,0.39376166355638503,0.2725991372293428
Afternoon Ride,11.65,30.5,59.0,22.92,Ride,2020-08-21 17:47:15,20–30 km/h,Intermediate,0.035800970873786406,0.0718447805603769,0.38656358304452154,0.11676663621391059
Morning Ride,38.09,92.25,416.0,24.78,Ride,2020-08-14 06:11:02,20–30 km/h,Intermediate,0.2524271844660194,0.23574262335730228,0.4361503599040256,0.28416645122100553
Hale ,3.22,13.03,0.0,14.82,Ride,2020-08-12 23:48:27,< 20 km/h,Beginner,0.0,0.019588395735184727,0.17062116768861638,0.0400007522582787
Morning Ride,37.03,87.27,484.0,25.46,Ride,2020-08-10 08:38:15,20–30 km/h,Intermediate,0.2936893203883495,0.22917183238284156,0.45427885897094106,0.3064519817032154
Morning Ride,17.98,78.6,331.0,13.71,Ride,2020-08-06 07:58:45,< 20 km/h,Beginner,0.2008495145631068,0.11108356062484505,0.141029058917622,0.16195563725253131
Morning Ride,51.61,122.83,394.0,25.2,Ride,2020-08-05 06:08:06,20–30 km/h,Intermediate,0.23907766990291263,0.3195512025787255,0.4473473740335911,0.3048736705317922
Morning Ride,21.95,61.42,109.0,21.44,Ride,2020-08-03 06:45:27,20–30 km/h,Intermediate,0.06614077669902912,0.13569303248202333,0.347107438016529,0.14319978569742736
Morning Ride,1.29,3.02,0.0,25.67,Ride,2020-08-01 08:32:57,20–30 km/h,Intermediate,0.0,0.007624597074138359,0.4598773660357238,0.09426285232938628
Evening Ride,6.26,20.0,27.0,18.8,Ride,2020-07-31 19:33:27,< 20 km/h,Beginner,0.016383495145631068,0.038432928341185224,0.2767262063449747,0.07506686734416604
Morning Ride,37.18,95.25,156.0,23.42,Ride,2020-07-31 06:06:14,20–30 km/h,Intermediate,0.09466019417475728,0.23010166129432183,0.3998933617701947,0.19633926782971411
jTRee,5.17,31.25,25.0,9.93,Ride,2020-07-26 18:29:12,< 20 km/h,Beginner,0.01516990291262136,0.03167617158442847,0.04025593175153292,0.025138989281945804
Morning Ride,6.61,35.25,22.0,11.25,Ride,2020-07-25 07:24:01,< 20 km/h,Beginner,0.013349514563106795,0.040602529134639236,0.07544654758731005,0.03394482553940718
Afternoon Ride,7.26,41.22,37.0,10.56,Ride,2020-07-24 15:23:07,< 20 km/h,Beginner,0.022451456310679612,0.04463178775105381,0.05705145294588112,0.036025555069832176
Morning Ride,68.49,135.2,412.0,30.4,Ride,2020-07-24 06:20:29,> 30 km/h,Advanced,0.25,0.4241879494173072,0.5859770727805917,0.36945179938131056
Afternoon Ride,0.24,1.0,0.0,14.48,Ride,2020-07-23 14:30:00,< 20 km/h,Beginner,0.0,0.0011157946937763452,0.16155691815515866,0.032646122039164636
Afternoon Ride,7.74,29.32,39.0,15.84,Ride,2020-07-23 14:22:28,< 20 km/h,Beginner,0.02366504854368932,0.04760724026779073,0.19781391628898962,0.0656774796099798
F zwiftpower ,3.22,6.0,0.0,32.19,Ride,2020-07-20 08:58:56,> 30 km/h,Advanced,0.0,0.019588395735184727,0.6336976806185016,0.13261605484425576
Evening Ride,0.06,0.25,0.0,16.09,Ride,2020-07-14 20:35:51,< 20 km/h,Beginner,0.0,0.0,0.2044788056518262,0.04089576113036524
Evening Ride,5.25,19.85,22.0,15.87,Ride,2020-07-14 20:01:01,< 20 km/h,Beginner,0.013349514563106795,0.032172080337217954,0.19861370301252998,0.056049121985224784
Haley ,8.05,30.0,0.0,16.09,Ride,2020-07-11 16:46:25,< 20 km/h,Beginner,0.0,0.04952888668485,0.2044788056518262,0.05575442713582024
Morning Ride,37.96,69.57,71.0,32.73,Ride,2020-07-11 06:11:59,> 30 km/h,Advanced,0.04308252427184466,0.23493677163401935,0.6480938416422286,0.2216410619545739
Morning Ride,9.66,40.0,0.0,14.48,Ride,2020-07-05 08:34:52,< 20 km/h,Beginner,0.0,0.05950905033473841,0.16155691815515866,0.050164098731453256
Morning Ride,69.8,127.52,252.0,32.85,Ride,2020-07-03 06:46:24,> 30 km/h,Advanced,0.1529126213592233,0.43230845524423506,0.6512929885363903,0.33640744496016023
Morning Ride,69.83,126.28,273.0,33.18,Ride,2020-06-27 06:52:52,> 30 km/h,Advanced,0.16565533980582525,0.43249442102653113,0.6600906424953346,0.3445941247099389
Morning Ride,161.38,309.8,658.0,31.25,Ride,2020-06-25 05:59:03,> 30 km/h,Advanced,0.39927184466019416,1.0,0.6086376966142362,0.6213634616529443
Evening Ride,8.53,25.0,0.0,20.47,Ride,2020-06-23 18:17:27,20–30 km/h,Intermediate,0.0,0.052504339201586904,0.321247667288723,0.08000083521822067
Haley ,11.27,60.0,0.0,11.27,Ride,2020-06-18 06:03:59,< 20 km/h,Beginner,0.0,0.06948921398462683,0.07597973873633697,0.036042711942655445
To Haley ,8.53,30.0,0.0,17.06,Ride,2020-06-16 14:10:14,< 20 km/h,Beginner,0.0,0.052504339201586904,0.23033857637963207,0.06181901703640248
Morning Ride,16.03,32.98,83.0,29.16,Ride,2020-06-13 09:17:06,20–30 km/h,Intermediate,0.05036407766990291,0.0989957847756013,0.5529192215409225,0.16546461857581635
Complications ,54.28,93.95,192.0,34.67,Ride,2020-06-13 06:45:31,> 30 km/h,Advanced,0.11650485436893204,0.3361021572030746,0.6998133830978406,0.29904575096495656
Morning Ride,10.4,51.97,87.0,12.01,Ride,2020-06-11 08:45:12,< 20 km/h,Beginner,0.05279126213592233,0.06409620629804116,0.09570781125033324,0.06476605520744017
Afternoon Ride,4.02,19.75,19.0,12.21,Ride,2020-06-10 17:43:43,< 20 km/h,Beginner,0.011529126213592233,0.02454748326307959,0.10103972274060254,0.033336752633840505
Morning Ride,69.22,120.7,292.4,34.41,Ride,2020-06-06 07:43:53,> 30 km/h,Advanced,0.1774271844660194,0.4287131167865113,0.6928818981604904,0.3559039069010612
Lunch Ride,28.65,86.0,0.0,19.99,Ride,2020-06-05 11:28:55,< 20 km/h,Beginner,0.0,0.17722539052814282,0.30845107971207675,0.1148578331008582
Morning Ride,82.11,158.4,366.0,31.11,Ride,2020-06-04 06:06:23,> 30 km/h,Advanced,0.2220873786407767,0.5086164145797173,0.6049053585710477,0.3846096854085131
Morning Ride,0.47,1.38,2.0,20.45,Ride,2020-06-04 06:04:02,20–30 km/h,Intermediate,0.0012135922330097086,0.0025415323580461197,0.32071447613969606,0.06551215105185791
Morning Ride,92.68,165.2,323.0,33.67,Ride,2020-05-30 07:48:29,> 30 km/h,Advanced,0.19599514563106796,0.5741383585420283,0.6731538256464943,0.4048698455074413
Morning Ride,84.67,177.82,704.0,28.57,Ride,2020-05-27 07:06:02,20–30 km/h,Intermediate,0.42718446601941745,0.524485494668981,0.5371900826446281,0.47837589793932866
Morning Ride,36.97,85.05,163.0,26.07,Ride,2020-05-26 08:05:11,20–30 km/h,Intermediate,0.09890776699029126,0.22879990081824944,0.4705411890162623,0.21220209154387293
Afternoon Ride,34.57,75.15,123.0,27.6,Ride,2020-05-21 17:04:53,20–30 km/h,Intermediate,0.07463592233009708,0.21392263823456484,0.5113303119168222,0.20376081501878243
Morning Ride,45.3,96.07,154.0,28.29,Ride,2020-05-20 08:05:21,20–30 km/h,Intermediate,0.09344660194174757,0.2804363997024547,0.5297254065582511,0.2367993021932604
Morning Spin,29.93,64.45,175.0,27.87,Ride,2020-05-15 06:30:28,20–30 km/h,Intermediate,0.10618932038834951,0.18515993057277463,0.5185283924286858,0.2123483178517443
Sunday Spin ,60.77,123.18,207.0,29.6,Ride,2020-05-10 06:14:40,20–30 km/h,Intermediate,0.12560679611650485,0.3763327547731218,0.5646494268195148,0.2886331098540919
Morning Ride,52.61,106.48,180.0,29.64,Ride,2020-05-03 05:59:58,20–30 km/h,Intermediate,0.10922330097087378,0.3257500619885941,0.5657158091175687,0.26547983090552885
Evening Ride,21.34,62.55,74.0,20.47,Ride,2020-03-23 18:12:17,20–30 km/h,Intermediate,0.044902912621359224,0.13191172824200348,0.321247667288723,0.12627450824102526
Morning Ride,38.87,92.07,389.0,25.33,Ride,2020-03-17 10:51:57,20–30 km/h,Intermediate,0.23604368932038836,0.24057773369699972,0.450813116502266,0.2803577880697473
Lunch Ride,64.37,127.48,456.0,30.29,Ride,2020-03-06 11:55:44,> 30 km/h,Advanced,0.2766990291262136,0.3986486486486487,0.5830445214609438,0.3745530134498901
Morning Ride,60.83,106.95,247.0,34.12,Ride,2020-02-29 07:42:02,> 30 km/h,Advanced,0.14987864077669902,0.37670468633771387,0.6851506264996,0.3249808515895837
Morning Ride,70.17,123.0,0.0,34.23,Ride,2020-02-29 07:34:24,> 30 km/h,Advanced,0.0,0.4346020332258865,0.6880831778192481,0.2679972455316155
Lunch Ride,64.53,135.73,481.0,28.52,Ride,2020-02-21 11:49:47,20–30 km/h,Intermediate,0.29186893203883496,0.39964046615422766,0.5358571047720608,0.3729980268200979
Morning Ride,69.59,125.73,259.0,33.2,Ride,2020-02-15 10:12:11,> 30 km/h,Advanced,0.1571601941747573,0.43100669476816267,0.6606238336443616,0.3400068722466998
Morning Ride,22.42,60.4,175.0,22.26,Ride,2020-02-09 08:41:06,20–30 km/h,Intermediate,0.10618932038834951,0.13860649640466158,0.36896827512663294,0.16847026414089983
Lunch Ride,3.06,11.38,4.0,16.14,Ride,2019-12-29 11:26:13,< 20 km/h,Beginner,0.0024271844660194173,0.018596578229605754,0.20581178352439353,0.04795492240677014
Morning Ride,0.18,0.57,0.0,18.22,Ride,2019-12-27 09:59:01,< 20 km/h,Beginner,0.0,0.0007438631291842301,0.2612636630231938,0.052475891543394035
Afternoon Ride,13.7,52.07,283.0,15.77,Ride,2019-12-14 16:00:08,< 20 km/h,Beginner,0.1717233009708738,0.08455244235060748,0.19594774726739536,0.15041693264409822
Before hitting the deck ,29.47,48.8,69.0,36.23,Ride,2019-11-09 07:10:58,> 30 km/h,Advanced,0.041868932038834954,0.18230845524423506,0.7414022927219407,0.22390746113707616
Morning Ride,69.8,116.78,234.0,35.86,Ride,2019-11-02 07:25:05,> 30 km/h,Advanced,0.14199029126213591,0.43230845524423506,0.7315382564649426,0.34699533349732703
Morning Ride,34.83,61.47,34.0,34.01,Ride,2019-10-29 07:19:30,> 30 km/h,Advanced,0.02063106796116505,0.21553434168113067,0.6822180751799519,0.21141945152091213
La Legends Ride,34.07,59.23,359.8,34.52,Ride,2019-10-13 08:39:47,> 30 km/h,Advanced,0.2183252427184466,0.21082320852963055,0.6958144494801387,0.3115724738141402
Morning Ride,34.15,59.73,365.0,34.31,Ride,2019-10-13 08:38:20,> 30 km/h,Advanced,0.22148058252427186,0.21131911728242003,0.690215942415356,0.31217921492993317
Morning Ride,41.12,82.27,482.0,29.98,Ride,2019-10-05 07:50:30,20–30 km/h,Intermediate,0.2924757281553398,0.25452516736920405,0.5747800586510264,0.3375514260186364
Morning Ride,20.04,34.1,238.0,35.26,Ride,2019-09-28 07:26:31,> 30 km/h,Advanced,0.14441747572815533,0.12385321100917432,0.7155425219941348,0.25247320556565694
Pacific Coast Triathlon ,20.12,34.48,233.0,35.0,Ride,2019-09-28 07:26:16,> 30 km/h,Advanced,0.14138349514563106,0.12434911976196382,0.7086110370567849,0.24971869091276164
Carlsbad to La Jolla Climb ,58.79,118.37,404.0,29.8,Ride,2019-09-21 06:57:35,20–30 km/h,Intermediate,0.24514563106796117,0.36405901314158196,0.5699813383097841,0.34578678713841204
Morning Ride,48.49,93.88,468.0,30.98,Ride,2019-09-17 06:23:45,> 30 km/h,Advanced,0.28398058252427183,0.30021076121993556,0.6014396161023728,0.35234144284859115
Morning Ride,35.58,75.97,351.0,28.1,Ride,2019-09-10 06:18:04,20–30 km/h,Intermediate,0.21298543689320387,0.2201834862385321,0.5246600906424953,0.2774797824466606
Morning Ride,40.2,87.25,527.0,27.65,Ride,2019-09-03 06:22:35,20–30 km/h,Intermediate,0.31978155339805825,0.24882221671212498,0.5126632897893895,0.3370700996705445
Morning Ride ,41.86,91.17,424.0,27.55,Ride,2019-08-27 06:43:28,20–30 km/h,Intermediate,0.25728155339805825,0.25911232333250683,0.509997334044255,0.30837394050763217
Morning Ride,49.46,92.77,203.0,31.98,Ride,2019-08-24 07:10:58,> 30 km/h,Advanced,0.12317961165048544,0.3062236548475081,0.6280991735537191,0.279076736990239
Morning Ride,93.08,156.55,372.0,35.68,Ride,2019-08-17 06:52:09,> 30 km/h,Advanced,0.22572815533980584,0.5766179023059756,0.7267395361237003,0.4311973555864357
2 Flats 1 Detour ,74.32,127.8,341.0,34.89,Ride,2019-08-10 06:18:10,> 30 km/h,Advanced,0.20691747572815533,0.460327299776841,0.7056784857371368,0.3826926249445573
Morning Ride,93.66,162.33,371.0,34.62,Ride,2019-08-03 06:43:50,> 30 km/h,Advanced,0.22512135922330098,0.5802132407636995,0.6984804052252732,0.426320732885815
Morning Ride,39.57,84.78,75.0,28.0,Ride,2019-08-02 09:09:16,20–30 km/h,Intermediate,0.04550970873786408,0.24491693528390776,0.5219941348973607,0.2006287619335765
Morning Ride,92.78,162.82,352.0,34.18,Ride,2019-07-27 06:54:39,> 30 km/h,Advanced,0.21359223300970873,0.5747582444830152,0.6867501999466809,0.41657362983909507
DadoMartinez group ride ,93.34,156.03,377.0,35.89,Ride,2019-07-13 06:17:08,> 30 km/h,Advanced,0.2287621359223301,0.5782296057525416,0.7323380431884831,0.43431755832462415
Sunday spin w/ Lolo jack,26.2,60.05,83.0,26.17,Ride,2019-07-07 17:41:27,20–30 km/h,Intermediate,0.05036407766990291,0.1620381849739648,0.47320714476139697,0.16843492327942028
Morning Ride,91.91,163.83,386.0,33.67,Ride,2019-07-06 07:22:27,> 30 km/h,Advanced,0.2342233009708738,0.5693652367964295,0.6731538256464943,0.42255198665366456
Morning Ride,90.41,157.83,375.0,34.38,Ride,2019-06-29 06:42:58,> 30 km/h,Advanced,0.2275485436893204,0.5600669476816266,0.6920821114369502,0.4202107784365382
Morning Ride,77.92,137.57,359.0,33.99,Ride,2019-06-22 06:44:32,> 30 km/h,Advanced,0.2178398058252427,0.48264319365236796,0.6816848840309251,0.39004983781451674
painful first day back ,93.25,186.12,442.0,30.06,Ride,2019-06-08 07:35:57,> 30 km/h,Advanced,0.2682038834951456,0.5776717084056534,0.5769128232471341,0.42278601891869566
Sexy morning weather ,29.37,64.53,410.0,27.31,Ride,2019-05-17 08:32:21,20–30 km/h,Intermediate,0.2487864077669903,0.18168856930324823,0.5035990402559318,0.27961958272565596
Morning Ride,91.36,163.17,387.0,33.6,Ride,2019-05-04 07:16:37,> 30 km/h,Advanced,0.23483009708737865,0.5659558641210017,0.6712876566249001,0.42145933910496985
Morning Ride,93.15,172.83,390.0,32.33,Ride,2019-04-27 07:31:19,> 30 km/h,Advanced,0.2366504854368932,0.5770518224646666,0.6374300186616901,0.4189267931901846
Morning Ride ,93.76,175.65,358.0,32.03,Ride,2019-04-13 07:19:47,> 30 km/h,Advanced,0.21723300970873785,0.5808331267046863,0.6294321514262864,0.40875287315103215
San Marcos-Carlsbad w/ cute climb at the end ,56.47,121.27,771.0,27.94,Ride,2019-04-04 09:04:05,20–30 km/h,Intermediate,0.4678398058252427,0.34967765931068684,0.5203945614502801,0.4429021129958834
Morning Ride,27.78,61.68,339.0,27.02,Ride,2019-03-10 07:42:30,20–30 km/h,Intermediate,0.20570388349514562,0.17183238284155716,0.4958677685950414,0.2535752103190482
Morning Ride,28.47,68.25,124.0,25.03,Ride,2019-01-26 09:03:47,20–30 km/h,Intermediate,0.07524271844660194,0.17610959583436647,0.44281524926686217,0.17901728782698334
Morning Ride,19.38,40.03,218.0,29.05,Ride,2019-01-09 08:21:57,20–30 km/h,Intermediate,0.13228155339805825,0.11976196379866105,0.5499866702212745,0.21206669988288235
Morning Ride,67.62,133.42,261.0,30.42,Ride,2019-01-05 08:53:36,> 30 km/h,Advanced,0.158373786407767,0.41879494173072157,0.5865102639296188,0.32212742850902376
Zwift - SST (Short),26.96,50.22,32.3,32.2,Ride,2018-12-19 17:28:28,> 30 km/h,Advanced,0.019599514563106796,0.16674931812546492,0.6339642761930152,0.1866174079577959
Sunday Ride,49.89,91.05,240.0,32.88,Ride,2018-12-16 08:21:52,> 30 km/h,Advanced,0.14563106796116504,0.3088891643937515,0.6520927752599307,0.29590083835069414
active recovery,16.48,30.18,24.2,32.77,Ride,2018-12-12 23:40:01,> 30 km/h,Advanced,0.014684466019417475,0.10178527151004217,0.6491602239402826,0.16770985925077792
BRICKKKKK_1,34.95,60.25,164.6,34.81,Ride,2018-12-08 17:15:54,> 30 km/h,Advanced,0.09987864077669903,0.21627820481031493,0.7035457211410291,0.2555319260596498
Zwift - The Gorby,32.3,60.2,1088.8,32.2,Ride,2018-12-06 07:48:28,> 30 km/h,Advanced,0.6606796116504854,0.19985122737416314,0.6339642761930152,0.5170880292760947
Chino Hills Cycling,27.58,61.32,368.4,26.99,Ride,2018-12-01 07:28:03,20–30 km/h,Intermediate,0.22354368932038834,0.17059261095958345,0.495067981871501,0.2619632243223694
Zwift - Jon's Short Mix,16.58,29.73,26.8,33.44,Ride,2018-11-27 01:00:57,> 30 km/h,Advanced,0.016262135922330098,0.10240515745102902,0.6670221274326845,0.17225704068301068
Clark County Cycling,48.76,105.87,418.6,27.65,Ride,2018-11-23 11:27:43,20–30 km/h,Intermediate,0.25400485436893205,0.30188445326060004,0.5126632897893895,0.32010042112052395
Zwift - Watopia,24.9,45.52,957.8,32.81,Ride,2018-11-19 13:23:48,> 30 km/h,Advanced,0.5811893203883495,0.15397966774113564,0.6502266062383365,0.4668338817641827
Chino Hills Mountain Biking,15.27,63.43,380.9,14.44,Ride,2018-11-17 08:15:09,< 20 km/h,Beginner,0.231128640776699,0.09428465162410116,0.16049053585710477,0.1759478230470008
Zwift - The Gorby,23.11,40.35,1607.4,34.38,Ride,2018-11-15 09:37:02,> 30 km/h,Advanced,0.975364077669903,0.1428837093974709,0.6920821114369502,0.6689635739415828
Zwift - Watopia,27.81,59.93,1109.0,27.84,Ride,2018-11-12 13:33:39,20–30 km/h,Intermediate,0.6729368932038835,0.1720183486238532,0.5177286057051453,0.49161967233012677
Zwift - NYC,16.29,30.18,81.9,32.36,Ride,2018-11-07 17:31:04,> 30 km/h,Advanced,0.049696601941747576,0.10060748822216713,0.6382298053852306,0.18267650851457004
Newport Beach Cycling,13.33,23.8,47.7,33.6,Ride,2018-11-04 07:13:41,> 30 km/h,Advanced,0.028944174757281557,0.08225886436895612,0.6712876566249001,0.17340727801430764
Morning Ride,67.51,120.33,254.0,33.67,Ride,2018-10-20 07:37:08,> 30 km/h,Advanced,0.154126213592233,0.418113067195636,0.6731538256464943,0.33712779208410615
Trail #1,0.85,2.58,27.0,19.76,Ride,2018-10-19 11:42:39,< 20 km/h,Beginner,0.016383495145631068,0.004897098933796182,0.3023193814982672,0.07012475355260783
Morning Ride,67.06,119.83,257.0,33.59,Ride,2018-10-06 07:37:35,> 30 km/h,Advanced,0.15594660194174756,0.41532358046119516,0.6710210610503866,0.33677458731930965
Morning Ride,17.46,34.32,132.0,30.51,Ride,2018-09-28 07:49:05,> 30 km/h,Advanced,0.08009708737864078,0.10786015373171338,0.5889096241002401,0.19018851462888242
Morning Ride,16.25,30.53,148.0,31.95,Ride,2018-09-28 07:10:38,> 30 km/h,Advanced,0.08980582524271845,0.10035953384577238,0.6272993868301787,0.2004706501411267
Afternoon Ride,16.69,32.48,69.0,30.82,Ride,2018-09-26 15:55:48,> 30 km/h,Advanced,0.041868932038834954,0.10308703198611457,0.5971740869101573,0.1712953929972833
Morning Ride,21.63,51.93,317.0,24.99,Ride,2018-09-22 07:29:44,20–30 km/h,Intermediate,0.19235436893203883,0.13370939747086535,0.44174886696880833,0.22463977710104066
Morning Ride,6.58,17.27,16.0,22.9,Ride,2018-09-21 07:08:45,20–30 km/h,Intermediate,0.009708737864077669,0.04041656335234317,0.38603039189549454,0.0941854163168407
Morning Ride,11.27,58.02,237.0,11.65,Ride,2018-09-11 09:15:19,< 20 km/h,Beginner,0.14381067961165048,0.06948921398462683,0.0861103705678486,0.109974178114783
Morning Ride,67.06,117.95,334.0,34.12,Ride,2018-09-01 07:39:00,> 30 km/h,Advanced,0.20266990291262135,0.41532358046119516,0.6851506264996,0.3629621508945893
Morning Ride,1.82,7.83,1.0,13.92,Ride,2018-08-15 06:14:46,< 20 km/h,Beginner,0.0006067961165048543,0.010909992561368709,0.1466275659824047,0.03290190902314398
Morning Ride,49.65,91.42,248.0,32.59,Ride,2018-07-26 06:18:04,> 30 km/h,Advanced,0.15048543689320387,0.30740143813538306,0.6443615035990403,0.29633545060702493
Afternoon Ride,18.94,37.62,10.0,30.22,Ride,2018-07-12 14:34:30,> 30 km/h,Advanced,0.006067961165048544,0.11703446565831889,0.5811783524393495,0.15437999076788983
Morning Ride,69.91,121.52,299.0,34.52,Ride,2018-07-07 06:45:26,> 30 km/h,Advanced,0.18143203883495146,0.4329903297793206,0.6958144494801387,0.3597760082472996
Lunch Ride,12.91,45.5,69.0,17.01,Ride,2018-06-13 12:03:24,< 20 km/h,Beginner,0.041868932038834954,0.07965534341681131,0.22900559850706484,0.09063218874587384
Morning Ride,70.96,129.48,461.0,32.88,Ride,2018-05-12 08:18:34,> 30 km/h,Advanced,0.2797330097087379,0.43949913215968256,0.6520927752599307,0.4021347995542599
Morning Ride,72.97,135.38,162.0,32.33,Ride,2018-05-05 07:35:36,> 30 km/h,Advanced,0.0983009708737864,0.45195883957351846,0.6374300186616901,0.3122241410412868
Morning Ride,12.04,22.92,136.8,31.53,Ride,2018-04-08 08:59:10,> 30 km/h,Advanced,0.08300970873786409,0.07426233573022563,0.6161023727006132,0.18700402962812238
